2016 Federal Election Senate First Preferences By State By Vote Type  [Please Note: These results are not final. Event:20499 Phase:PostElection Generated:2016-07-29T11:54:58 Cycle:a79ec06b-a798-4063-a957-8f08b89d6097 Created:2016-07-29T11:51:26 Environment:PROD Site:CDC Server:DB01 Version:10.4.37.36662]
StateAb,Ticket,CandidateID,BallotPosition,CandidateDetails,PartyName,OrdinaryVotes,AbsentVotes,ProvisionalVotes,PrePollVotes,PostalVotes,TotalVotes
VIC,Y,0,9998,Unapportioned,Pauline Hanson's One Nation,158,0,0,0,0,158
VIC,Z,29704,0,Z Ticket Votes,Socialist Alliance,1609,161,24,115,206,2115
VIC,Z,29162,1,"CHELLIAH, Lalitha",Socialist Alliance,282,38,7,20,32,379
VIC,Z,29163,2,"GOODEN, Tim",Socialist Alliance,37,7,3,4,4,55
VIC,Z,0,9998,Unapportioned,Socialist Alliance,60,0,0,0,0,60
VIC,AA,29688,0,AA Ticket Votes,Australian Country Party,7189,311,66,435,841,8842
VIC,AA,28545,1,"KERR, Garry",Australian Country Party,232,11,4,15,34,296
VIC,AA,28547,2,"LARKIN, Phil",Australian Country Party,69,6,1,0,12,88
VIC,AA,0,9998,Unapportioned,Australian Country Party,69,0,0,0,0,69
VIC,AB,29702,0,AB Ticket Votes,MFP,3316,104,19,102,371,3912
VIC,AB,29179,1,"MADIGAN, John",MFP,847,42,2,49,111,1051
VIC,AB,29180,2,"GEORGE, Mark",MFP,13,1,1,0,0,15
VIC,AB,0,9998,Unapportioned,MFP,89,0,0,0,0,89
VIC,AC,29694,0,AC Ticket Votes,Drug Law Reform,16953,2205,447,1116,1489,22210
VIC,AC,28852,1,"CHIPP, Greg",Drug Law Reform,642,91,17,33,64,847
VIC,AC,28854,2,"SHERMAN, John",Drug Law Reform,66,9,0,2,13,90
VIC,AC,0,9998,Unapportioned,Drug Law Reform,78,0,0,0,0,78
VIC,AD,29677,0,AD Ticket Votes,Voluntary Euthanasia Party,3636,236,40,245,1048,5205
VIC,AD,28304,1,"SCANLON, David James",Voluntary Euthanasia Party,303,11,2,17,62,395
VIC,AD,28305,2,"JONES, Miranda",Voluntary Euthanasia Party,42,0,1,4,11,58
VIC,AD,0,9998,Unapportioned,Voluntary Euthanasia Party,67,0,0,0,0,67
VIC,AE,29682,0,AE Ticket Votes,Mature Australia,2495,101,23,131,419,3169
VIC,AE,28394,1,"McCARTHY, Graham",Mature Australia,137,8,3,18,37,203
VIC,AE,28395,2,"RIDGE, Roy",Mature Australia,20,0,0,0,6,26
VIC,AE,0,9998,Unapportioned,Mature Australia,28,0,0,0,0,28
VIC,AF,29696,0,AF Ticket Votes,Liberal/The Nationals,889340,44971,7351,51912,141790,1135364
VIC,AF,28871,1,"FIFIELD, Mitch",Liberal,9344,775,129,859,2893,14000
VIC,AF,28873,2,"McKENZIE, Bridget",The Nationals,1386,83,19,85,341,1914
VIC,AF,28874,3,"RYAN, Scott",Liberal,660,84,8,72,175,999
VIC,AF,28876,4,"PATERSON, James",Liberal,777,79,14,78,202,1150
VIC,AF,28877,5,"HUME, Jane",Liberal,490,66,7,64,162,789
VIC,AF,28878,6,"OKOTEL, Karina",Liberal,449,43,7,48,83,630
VIC,AF,28879,7,"TRELOAR, Rebecca",The Nationals,539,50,6,44,140,779
VIC,AF,0,9998,Unapportioned,Liberal/The Nationals,1795,0,0,0,0,1795
VIC,AG,29695,0,AG Ticket Votes,"Shooters, Fishers and Farmers",26889,1822,355,1692,3525,34283
VIC,AG,28856,1,"WILSON, Jake","Shooters, Fishers and Farmers",1304,117,20,105,194,1740
VIC,AG,28858,2,"CONSTANTINOU, Ethan","Shooters, Fishers and Farmers",93,3,1,6,16,119
VIC,AG,0,9998,Unapportioned,"Shooters, Fishers and Farmers",145,0,0,0,0,145
VIC,AH,29692,0,AH Ticket Votes,Liberal Democrats,41227,3287,670,3395,4601,53180
VIC,AH,28625,1,"SPENDER, Duncan",Liberal Democrats,927,94,18,68,122,1229
VIC,AH,28628,2,"LIMBRICK, David",Liberal Democrats,94,17,2,8,18,139
VIC,AH,0,9998,Unapportioned,Liberal Democrats,73,0,0,0,0,73
VIC,AI,29691,0,AI Ticket Votes,Rise Up Australia Party,7539,421,88,363,873,9284
VIC,AI,28499,1,"NALLIAH, Daniel",Rise Up Australia Party,501,39,10,22,86,658
VIC,AI,28501,2,"CRESTANI, Rosalie",Rise Up Australia Party,39,4,1,1,4,49
VIC,AI,0,9998,Unapportioned,Rise Up Australia Party,95,0,0,0,0,95
VIC,AJ,29706,0,AJ Ticket Votes,Australian Progressives,1226,112,26,76,202,1642
VIC,AJ,29155,1,"KNIGHT, David",Australian Progressives,247,25,6,14,21,313
VIC,AJ,29156,2,"GILMORE, Josh",Australian Progressives,38,4,1,6,7,56
VIC,AJ,0,9998,Unapportioned,Australian Progressives,113,0,0,0,0,113
VIC,AK,29674,0,AK Ticket Votes,The Greens,262647,25471,3761,21054,27076,340009
VIC,AK,28083,1,"DI NATALE, Richard",The Greens,20694,2424,259,2272,3113,28762
VIC,AK,28085,2,"RICE, Janet",The Greens,1124,147,18,132,148,1569
VIC,AK,28086,3,"COLEMAN, Misha",The Greens,269,27,5,25,27,353
VIC,AK,28087,4,"KLEIN, Elise",The Greens,166,23,6,29,21,245
VIC,AK,28088,5,"CRABB, Anna",The Greens,299,54,5,41,51,450
VIC,AK,28089,6,"SEARLE, James",The Greens,60,13,3,4,11,91
VIC,AK,28091,7,"MINIFIE, Tasma",The Greens,48,4,2,11,12,77
VIC,AK,28092,8,"ALDEN, Jennifer",The Greens,84,14,2,3,9,112
VIC,AK,28093,9,"CAMERON, Judy",The Greens,66,9,3,15,9,102
VIC,AK,28094,10,"SEKHON, Gurm",The Greens,78,10,2,9,11,110
VIC,AK,28095,11,"MAGUIRE-ROSIER, Josephine",The Greens,44,15,1,3,4,67
VIC,AK,28096,12,"READ, Rose",The Greens,295,43,6,37,61,442
VIC,AK,0,9998,Unapportioned,The Greens,3129,0,0,0,0,3129
VIC,AL,29697,0,AL Ticket Votes,Australian Sex Party,38720,3821,688,2461,3449,49139
VIC,AL,29183,1,"DOIG, Meredith",Australian Sex Party,2555,290,42,189,282,3358
VIC,AL,29184,2,"MULCAHY, Amy",Australian Sex Party,417,54,7,31,51,560
VIC,AL,0,9998,Unapportioned,Australian Sex Party,517,0,0,0,0,517
VIC,UG,29430,1,"JUHASZ, Stephen",Independent,176,16,2,5,22,221
VIC,UG,29523,2,"ARASU, Karthik",Independent,349,13,5,14,13,394
VIC,UG,29154,3,"HALL, Dennis",Independent,44,4,0,4,8,60
VIC,UG,29587,4,"SPASOJEVIC, Dana",Independent,35,2,2,2,14,55
VIC,UG,29272,5,"KARAGIANNIDIS, John",Independent,60,4,1,4,6,75
VIC,UG,29524,6,"LUTZ, Geoff",Independent,41,2,0,0,4,47
VIC,UG,28839,7,"MULL, Allan",Independent,164,5,1,11,25,206
VIC,UG,29590,8,"RYAN, Chris",Independent,63,5,1,8,12,89
VIC,UG,29531,9,"VADARLIS, Eric",Independent,236,14,1,14,22,287
VIC,UG,29423,10,"DICKENSON, Mark Francis",Independent,55,3,2,4,7,71
VIC,UG,29434,11,"SHMUEL, Immanuel",Independent,95,10,0,6,27,138
VIC,UG,28823,12,"FLOYD, Glenn",Independent,40,1,0,5,11,57
VIC,UG,28356,13,"URIE, Meredith",Independent,305,17,4,16,32,374
VIC,UG,27976,14,"NYE, Trevor William",Independent,148,4,2,4,16,174
VIC,UG,29403,15,"HAWKS, Peter John",Independent,53,1,0,6,5,65
VIC,UG,28551,16,"BESLIS, Christopher",Independent,71,4,2,7,9,93
WA,A,29822,0,A Ticket Votes,Christian Democratic Party (Fred Nile Group),9620,1001,185,611,836,12253
WA,A,29437,1,"IMISIDES, Mark David",Christian Democratic Party (Fred Nile Group),860,96,25,32,76,1089
WA,A,29440,2,"READ, Philip Campbell",Christian Democratic Party (Fred Nile Group),69,13,2,2,10,96
WA,A,0,9998,Unapportioned,Christian Democratic Party (Fred Nile Group),169,0,0,0,0,169
WA,B,29803,0,B Ticket Votes,"Shooters, Fishers and Farmers",18070,2267,328,1278,1564,23507
WA,B,28400,1,"SKERRITT, Andrew","Shooters, Fishers and Farmers",957,117,28,58,91,1251
WA,B,28401,2,"WILLIAMSON, Ross","Shooters, Fishers and Farmers",158,26,3,14,19,220
WA,B,0,9998,Unapportioned,"Shooters, Fishers and Farmers",166,0,0,0,0,166
WA,C,29812,0,C Ticket Votes,Nick Xenophon Team,20229,1353,138,1342,2966,26028
WA,C,28527,1,"BOLTON, Luke",Nick Xenophon Team,2151,139,15,107,313,2725
WA,C,28528,2,"BOVELL, Michael",Nick Xenophon Team,147,15,0,7,25,194
WA,C,0,9998,Unapportioned,Nick Xenophon Team,381,0,0,0,0,381
WA,D,29808,0,D Ticket Votes,Australian Labor Party,300140,25727,4258,14347,24989,369461
WA,D,28516,1,"LINES, Sue",Australian Labor Party,6280,595,111,302,921,8209
WA,D,28517,2,"STERLE, Glenn",Australian Labor Party,435,69,25,31,64,624
WA,D,28518,3,"DODSON, Patrick",Australian Labor Party,1188,94,11,66,183,1542
WA,D,28519,4,"PRATT, Louise",Australian Labor Party,1580,154,25,96,279,2134
WA,D,28520,5,"REED, Mark",Australian Labor Party,366,60,14,32,59,531
WA,D,28521,6,"BOWERS, Susan",Australian Labor Party,240,39,8,12,39,338
WA,D,28522,7,"ONORATO, Mia",Australian Labor Party,279,38,8,19,40,384
WA,D,0,9998,Unapportioned,Australian Labor Party,1352,0,0,0,0,1352
WA,E,29797,0,E Ticket Votes,Citizens Electoral Council,1472,142,30,88,108,1840
WA,E,28098,1,"ROBINSON, Jean",Citizens Electoral Council,117,11,5,8,11,152
WA,E,28099,2,"SUDHOLZ, Judy",Citizens Electoral Council,18,3,1,0,0,22
WA,E,0,9998,Unapportioned,Citizens Electoral Council,51,0,0,0,0,51
WA,F,29817,0,F Ticket Votes,The Nationals,25829,2378,187,1217,2703,32314
WA,F,29189,1,"MUIR, Kado",The Nationals,894,87,5,47,131,1164
WA,F,29190,2,"FARDELL, Nick",The Nationals,177,17,2,12,34,242
WA,F,29191,3,"RE, Elizabeth",The Nationals,210,21,1,19,31,282
WA,F,0,9998,Unapportioned,The Nationals,399,0,0,0,0,399
WA,G,29804,0,G Ticket Votes,Socialist Alliance,1290,170,23,73,91,1647
WA,G,28341,1,"EMANUEL, Kamala",Socialist Alliance,161,17,1,5,14,198
WA,G,28342,2,"DOHERTY, Seamus",Socialist Alliance,23,5,2,3,3,36
WA,G,28343,3,"IQBAL, Farida",Socialist Alliance,36,2,0,4,4,46
WA,G,0,9998,Unapportioned,Socialist Alliance,45,0,0,0,0,45
WA,H,29824,0,H Ticket Votes,Derryn Hinch's Justice Party,7244,612,64,441,1071,9432
WA,H,29604,1,"HIDE, Nicki",Derryn Hinch's Justice Party,354,36,8,14,43,455
WA,H,29605,2,"HIGGINS, Rachael",Derryn Hinch's Justice Party,36,3,0,2,12,53
WA,H,0,9998,Unapportioned,Derryn Hinch's Justice Party,64,0,0,0,0,64
WA,I,29818,0,I Ticket Votes,Palmer United Party,3543,360,87,172,199,4361
WA,I,29193,1,"WANG, Zhenya Dio",Palmer United Party,396,36,3,15,30,480
WA,I,29194,2,"KRUGER, Jacque",Palmer United Party,24,0,1,1,3,29
WA,I,0,9998,Unapportioned,Palmer United Party,73,0,0,0,0,73
WA,J,29800,0,J Ticket Votes,The Greens (WA),99654,12105,1592,6111,7298,126760
WA,J,28246,1,"LUDLAM, Scott",The Greens (WA),9521,1177,122,622,1196,12638
WA,J,28247,2,"SIEWERT, Rachel",The Greens (WA),495,85,10,34,87,711
WA,J,28248,3,"STEELE-JOHN, Jordon",The Greens (WA),87,8,1,5,10,111
WA,J,28249,4,"JENKINSON, Samantha",The Greens (WA),208,32,6,14,27,287
WA,J,28250,5,"BALDOCK, Michael",The Greens (WA),91,6,2,2,6,107
WA,J,28251,6,"ISMAIL, Rai",The Greens (WA),150,30,2,6,22,210
WA,J,0,9998,Unapportioned,The Greens (WA),1772,0,0,0,0,1772
WA,K,29815,0,K Ticket Votes,Animal Justice Party,8956,1160,168,513,1019,11816
WA,K,28831,1,"LOVE, Katrina",Animal Justice Party,482,61,18,21,75,657
WA,K,28834,2,"SUTTON, Alicia",Animal Justice Party,34,7,0,1,10,52
WA,K,0,9998,Unapportioned,Animal Justice Party,80,0,0,0,0,80
WA,L,29801,0,L Ticket Votes,Mature Australia,1801,126,20,107,287,2341
WA,L,28270,1,"DONALD, Stuart",Mature Australia,183,17,2,6,25,233
WA,L,28271,2,"BRADSHAW, Patti",Mature Australia,35,4,0,0,4,43
WA,L,0,9998,Unapportioned,Mature Australia,48,0,0,0,0,48
WA,M,29799,0,M Ticket Votes,The Arts Party,2083,265,38,137,181,2704
WA,M,28264,1,"BURATTI, Robert",The Arts Party,179,21,3,10,20,233
WA,M,28265,2,"TAYLOR, Robert Kenneth Leslie",The Arts Party,19,5,0,0,3,27
WA,M,0,9998,Unapportioned,The Arts Party,45,0,0,0,0,45
WA,N,29819,0,N Ticket Votes,Australian Cyclists Party,1708,154,20,143,252,2277
WA,N,29197,1,"MAH, Peter",Australian Cyclists Party,219,17,5,16,36,293
WA,N,29198,2,"HOWARD, Christopher John",Australian Cyclists Party,37,2,0,0,6,45
WA,N,0,9998,Unapportioned,Australian Cyclists Party,40,0,0,0,0,40
WA,O,29802,0,O Ticket Votes,Renewable Energy Party,3018,392,45,269,423,4147
WA,O,28272,1,"SCHWINDT, Pedro",Renewable Energy Party,269,40,2,9,36,356
WA,O,28273,2,"SUNDBLADH, Camilla",Renewable Energy Party,41,6,1,5,4,57
WA,O,0,9998,Unapportioned,Renewable Energy Party,45,0,0,0,0,45
WA,P,29807,0,P Ticket Votes,Australian Liberty Alliance,11316,917,139,620,874,13866
WA,P,28523,1,"ROBINSON, Debbie",Australian Liberty Alliance,749,58,11,39,134,991
WA,P,28524,2,"HERCOCK, Marion",Australian Liberty Alliance,30,8,1,2,4,45
WA,P,0,9998,Unapportioned,Australian Liberty Alliance,149,0,0,0,0,149
WA,Q,29805,0,Q Ticket Votes,Rise Up Australia Party,2793,254,35,144,304,3530
WA,Q,28402,1,"HARDWICK, Anthony",Rise Up Australia Party,209,21,5,10,29,274
WA,Q,28403,2,"MUNDY, Sheila",Rise Up Australia Party,24,1,1,0,1,27
WA,Q,0,9998,Unapportioned,Rise Up Australia Party,49,0,0,0,0,49
WA,R,29816,0,R Ticket Votes,Pauline Hanson's One Nation,40388,4213,679,2730,4327,52337
WA,R,29186,1,"CULLETON, Rodney Norman",Pauline Hanson's One Nation,1288,141,27,72,168,1696
WA,R,29187,2,"GEORGIOU, Peter",Pauline Hanson's One Nation,91,9,1,7,13,121
WA,R,29188,3,"CULLETON, Ioanna",Pauline Hanson's One Nation,89,10,2,4,13,118
WA,R,0,9998,Unapportioned,Pauline Hanson's One Nation,422,0,0,0,0,422
WA,S,29823,0,S Ticket Votes,Marijuana (HEMP) Party/Australian Sex Party,17648,2726,486,974,1165,22999
WA,S,29607,1,"BALDERSTONE, Michael",Marijuana (HEMP) Party,926,149,31,49,81,1236
WA,S,29608,2,"HURLEY, James",Australian Sex Party,307,36,4,18,29,394
WA,S,0,9998,Unapportioned,Marijuana (HEMP) Party/Australian Sex Party,223,0,0,0,0,223
WA,T,29813,0,T Ticket Votes,Democratic Labour Party (DLP),7218,781,144,371,479,8993
WA,T,28804,1,"BOVE, Fernando",Democratic Labour Party (DLP),238,18,2,9,12,279
WA,T,28807,2,"KIERNAN, Troy",Democratic Labour Party (DLP),36,6,2,3,1,48
WA,T,0,9998,Unapportioned,Democratic Labour Party (DLP),63,0,0,0,0,63
WA,U,29821,0,U Ticket Votes,Health Australia Party,3353,379,52,190,360,4334
WA,U,29360,1,"TILBURY, Samantha",Health Australia Party,235,30,6,11,34,316
WA,U,29395,2,"FARGHER, Sara",Health Australia Party,30,3,1,2,7,43
WA,U,0,9998,Unapportioned,Health Australia Party,65,0,0,0,0,65
WA,V,29810,0,V Ticket Votes,,468,56,7,33,69,633
WA,V,28864,1,"PAULL, Stuey",,134,7,4,7,8,160
WA,V,28865,2,"MORRIS, Gary J",,86,6,1,20,4,117
WA,V,0,9998,Unapportioned,,26,0,0,0,0,26
WA,W,29814,0,W Ticket Votes,Australian Christians,17025,1337,169,598,1419,20548
WA,W,28821,1,"CAMERON, Lindsay",Australian Christians,869,58,8,35,101,1071
WA,W,28825,2,"YOUNG, Jacky",Australian Christians,79,9,1,3,9,101
WA,W,0,9998,Unapportioned,Australian Christians,192,0,0,0,0,192
WA,X,29811,0,X Ticket Votes,Liberal,409094,31842,3579,22757,43989,511261
WA,X,28493,1,"CORMANN, Mathias",Liberal,5987,586,75,398,1569,8615
WA,X,28494,2,"CASH, Michaelia",Liberal,706,84,8,63,267,1128
WA,X,28495,3,"SMITH, Dean",Liberal,328,49,5,30,71,483
WA,X,28496,4,"REYNOLDS, Linda",Liberal,452,54,6,34,71,617
WA,X,28497,5,"BACK, Chris",Liberal,213,28,3,24,70,338
WA,X,28500,6,"JOHNSTON, David",Liberal,397,58,9,34,89,587
WA,X,28502,7,"INGRAM, Sheridan",Liberal,264,27,3,21,64,379
WA,X,0,9998,Unapportioned,Liberal,1291,0,0,0,0,1291
WA,Y,29798,0,Y Ticket Votes,Australia First Party,2215,214,36,144,218,2827
WA,Y,28153,1,"VICKERY, Lyn",Australia First Party,96,15,1,6,12,130
WA,Y,28155,2,"McREA, Brian",Australia First Party,19,1,1,1,4,26
WA,Y,0,9998,Unapportioned,Australia First Party,76,0,0,0,0,76
WA,Z,29806,0,Z Ticket Votes,Liberal Democrats,8125,767,100,580,581,10153
WA,Z,28514,1,"KLASS, Graeme Michael",Liberal Democrats,313,31,7,20,31,402
WA,Z,28515,2,"WHITTLE, Connor",Liberal Democrats,45,11,1,4,4,65
WA,Z,0,9998,Unapportioned,Liberal Democrats,50,0,0,0,0,50
WA,AA,29820,0,AA Ticket Votes,VOTEFLUX.ORG | Upgrade Democracy!,890,105,10,46,131,1182
WA,AA,29200,1,"THOMAS, Richard",VOTEFLUX.ORG | Upgrade Democracy!,162,16,2,8,18,206
WA,AA,29201,2,"CONNOLLY, Mark",VOTEFLUX.ORG | Upgrade Democracy!,26,2,1,0,1,30
WA,AA,0,9998,Unapportioned,VOTEFLUX.ORG | Upgrade Democracy!,32,0,0,0,0,32
WA,AB,29809,0,AB Ticket Votes,Family First Party,6261,707,142,378,641,8129
WA,AB,28525,1,"ROSE, Linda",Family First Party,275,29,13,17,24,358
WA,AB,28526,2,"HENG, Henry",Family First Party,32,3,1,7,5,48
WA,AB,0,9998,Unapportioned,Family First Party,69,0,0,0,0,69
WA,UG,28097,1,"JONES, Kai",Independent,244,18,2,12,27,303
WA,UG,28279,2,"MOODY, Tammara",Australian Antipaedophile Party,74,5,2,2,13,96
WA,UG,28188,3,"MATHESON, Julie",Independent,1140,45,8,23,77,1293
WA,UG,29356,4,"CASTIEAU, Peter",Independent,148,9,2,7,12,178
WA,UG,29401,5,"HODDINOTT, Susan",Katter's Australian Party,41,7,0,5,15,68
WA,UG,29428,6,"RAMSAY, Norm",Independent,76,7,0,4,14,101
